geoarea,status,region,subregion,geoarea_esri,iso-alpha3,economy,sids,economy_sids,un_region_code,un_region_name,un_subregion_code,un_subregion_name,un_intermediate_region_code,un_intermediate_region_name,un_area,m49_code,mrgid,eez_area,total_eez_area,eez_deeper_than_200,eez_area_0_to_200m,eez_area_200_to_1000m,eez_area_1000_to_2000m,eez_area_2000_to_4000m,eez_area_4000_to_6000m,eez_area_deeper_than_6000m,pct_eez_deeper_than_200,no_ocean,has_ocean,has_ocean_no_deep,has_ocean_deep,ocean_status,50_percent_or_more,90_percent_or_more,Depth_200_PCT,Depth_200_1000_PCT,Depth_1000_2000_PCT,Depth_2000_4000_PCT,Depth_4000_6000_PCT,Depth_6000_PCT,num_survey,num_survey_geo,num_research_geo,survey_research,survey_alone,research_alone,no_data,yes_data,data_sources,no_research_why,check,geoarea eez check,Sovereign,income_group_wb,has_deep_ocean,,dscsr-all,dscsr-imp,dscsr-tools,dscsr-exp,dscsr-group,dscsr-group-imp,dscsr-group-tools,dscsr-group-exp,dsc-pi-all,dsc-pi-vessel,dsc-pi-dsv,dsc-pi-sensor,dsc-pi-data,dsc-pi-org,dsc-pi-ind,dsc-ai-all,dsc-ai-vessel,dsc-ai-dsv,dsc-ai-sensor,dsc-ai-data,dsc-si-all,dsc-si-vessel,dsc-si-dsv,dsc-si-sensor,dsc-si-data,dsc-index-group
Sweden,Sovereign,Europe,Northern Europe,Sweden,SWE,Developed,,Developed,150,Europe,154,Northern Europe,,,Sweden,752,5694,Sweden,153831.4017,2728.47837,151102.9233,2728.47837,0,0,0,0,1.77,0,1,0,1,has_ocean_deep,FALSE,FALSE,98,2,0,0,0,0,0,0,1,0,0,1,0,1,research_only,,1,Sweden,Sweden,High income,1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4,5,3,5,5,5,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A
Albania,Sovereign,Europe,Southern Europe,Albania,ALB,Developed,,Developed,150,Europe,39,Southern Europe,,,Albania,8,5670,Albania,12090.20084,5805.085834,6285.11501,5426.005844,379.0799895,0,0,0,48.01,0,1,0,1,has_ocean_deep,FALSE,FALSE,52,45,3,0,0,0,1,1,1,1,0,0,0,1,survey_research,,1,Albania,Albania,Upper middle income,1,,3,2,3,4,C,2.40,2.00,3.40,2,4,1,2,3,3,4,4,3,2,4,3,4,2,4,4,3,B
Ireland,Sovereign,Europe,Northern Europe,Ireland,IRL,Developed,,Developed,150,Europe,154,Northern Europe,,,Ireland,372,5681,Ireland,426154.9829,277869.8527,148285.1302,83914.79676,51272.90526,134006.2172,8675.933484,0,65.20,0,1,0,1,has_ocean_deep,TRUE,FALSE,35,20,12,31,2,0,1,1,1,1,0,0,0,1,survey_research,,1,Ireland,Ireland,High income,1,,4,4,5,5,A,4.67,5.00,5.00,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,A
Latvia,Sovereign,Europe,Northern Europe,Latvia,LVA,Developed,,Developed,150,Europe,154,Northern Europe,,,Latvia,428,5683,Latvia,28270.49236,902.7588132,27367.73355,902.7588132,0,0,0,0,3.19,0,1,0,1,has_ocean_deep,FALSE,FALSE,97,3,0,0,0,0,1,1,1,1,0,0,0,1,survey_research,,1,Latvia,Latvia,High income,1,,4,4,5,5,A,4.67,5.00,5.00,4,4,2,5,5,4,4,5,3,4,5,5,5,5,5,5,5,A
Malta,Sovereign,Europe,Southern Europe,Malta,MLT,Developed,,Developed,150,Europe,39,Southern Europe,,,Malta,470,5685,Malta,52914.19458,45023.97104,7890.223534,33894.11779,4976.884948,6152.968305,0,0,85.09,0,1,0,1,has_ocean_deep,TRUE,FALSE,15,64,9,12,0,0,1,1,1,1,0,0,0,1,survey_research,,1,Malta,Malta,High income,1,,3,2,3,4,C,2.40,2.00,3.40,4,5,4,5,5,3,4,4,3,2,4,3,4,2,4,4,3,B
Monaco,Sovereign,Europe,Western Europe,Monaco,MCO,Developed,,Developed,150,Europe,155,Western Europe,,,Monaco,492,21790,Monaco,287.4358683,278.4217996,9.014068738,26.75372781,31.47064447,220.1974273,0,0,96.86,0,1,0,1,has_ocean_deep,TRUE,TRUE,3,9,11,77,0,0,1,1,1,1,0,0,0,1,survey_research,,1,Monaco,Monaco,High income,1,,5,5,5,5,A,4.67,5.00,5.00,3,4,1,2,4,3,4,3,1,4,4,2,4,5,4,4,2,B
Montenegro,Sovereign,Europe,Southern Europe,Montenegro,MNE,Developed,,Developed,150,Europe,39,Southern Europe,,,Montenegro,499,5691,Montenegro,6361.423205,2800.932318,3560.490887,1644.560263,1156.372055,0,0,0,44.03,0,1,0,1,has_ocean_deep,FALSE,FALSE,56,26,18,0,0,0,1,1,1,1,0,0,0,1,survey_research,,1,Montenegro,Montenegro,Upper middle income,1,,3,2,3,4,C,2.40,2.00,3.40,3,5,2,3,5,3,3,4,3,2,4,3,4,2,4,4,3,B
Norway,Sovereign,Europe,Northern Europe,Norway,NOR,Developed,,Developed,150,Europe,154,Northern Europe,,,Norway,578,5686,Norway,931626.3473,742418.9378,189207.4094,461537.6523,119223.9732,161657.3123,0,0,79.69,0,1,0,1,has_ocean_deep,TRUE,FALSE,20,50,13,17,0,0,1,1,1,1,0,0,0,1,survey_research,,1,Norway,Norway,High income,1,,4,4,5,5,A,4.67,5.00,5.00,5,5,4,5,5,5,5,5,3,4,5,5,5,5,5,5,5,A
Spain,Sovereign,Europe,Southern Europe,Spain,ESP,Developed,,Developed,150,Europe,39,Southern Europe,,,Spain,724,5693,Spain,1005477.209,928951.2973,76525.91206,82130.51854,121138.6977,373330.5377,352351.5434,0,92.39,0,1,0,1,has_ocean_deep,TRUE,TRUE,8,8,12,37,35,0,1,1,1,1,0,0,0,1,survey_research,,1,Spain,Spain,High income,1,,3,2,3,4,C,2.40,2.00,3.40,5,5,5,5,5,5,5,4,3,2,4,3,4,2,4,4,3,B
Ukraine,Sovereign,Europe,Eastern Europe,Ukraine,UKR,Developed,,Developed,150,Europe,151,Eastern Europe,,,Ukraine,804,5695,Ukraine,135666.8728,58702.34898,76964.52385,7312.129997,25621.75415,25768.46483,0,0,43.27,0,1,0,1,has_ocean_deep,FALSE,FALSE,57,5,19,19,0,0,1,1,1,1,0,0,0,1,survey_research,,1,Ukraine,Ukraine,Lower middle income,1,,2,2,1,4,C,2.40,2.00,3.40,3,4,1,1,5,3,4,3,2,1,4,5,2,1,#N/A,5,5,C
France,Sovereign,Europe,Western Europe,France,FRA,Developed,,Developed,150,Europe,155,Western Europe,,,France,250,5677,France,341968.5509,173982.2729,167986.278,20851.71012,19464.61854,72660.69394,61005.2503,0,50.88,0,1,0,1,has_ocean_deep,TRUE,FALSE,49,6,6,21,18,0,2,1,1,1,0,0,0,1,survey_research,,1,France,France,High income,1,,5,5,5,5,A,4.67,5.00,5.00,4,5,4,5,5,4,5,3,1,4,4,2,4,5,4,4,2,B
Italy,Sovereign,Europe,Southern Europe,Italy,ITA,Developed,,Developed,150,Europe,39,Southern Europe,,,Italy,380,5682,Italy,535903.7484,422192.2577,113711.4907,103927.2388,99814.53281,212866.3672,5584.118844,0,78.78,0,1,0,1,has_ocean_deep,TRUE,FALSE,21,19,19,40,1,0,2,1,1,1,0,0,0,1,survey_research,,1,Italy,Italy,High income,1,,3,2,3,4,C,2.40,2.00,3.40,5,5,5,5,5,5,5,4,3,2,4,3,4,2,4,4,3,B
Russian Federation,Sovereign,Europe,Eastern Europe,Russian Federation,RUS,Developed,,Developed,150,Europe,151,Eastern Europe,,,Russian Federation,643,5690,Russia,7614232.194,3540474.91,4073757.284,1382059.246,509259.8681,1170014.606,371169.8788,107971.3106,46.50,0,1,0,1,has_ocean_deep,FALSE,FALSE,54,18,7,15,5,1,2,1,1,1,0,0,0,1,survey_research,,1,Russian Federation,Russian Federation,Upper middle income,1,,2,2,1,4,C,2.40,2.00,3.40,4,5,5,5,3,4,5,3,2,1,4,5,2,1,#N/A,5,5,C
Greece,Sovereign,Europe,Southern Europe,Greece,GRC,Developed,,Developed,150,Europe,39,Southern Europe,,,Greece,300,5679,Greece,482003.1535,413376.222,68626.93152,118584.5966,59380.16356,224426.9268,10984.535,0,85.76,0,1,0,1,has_ocean_deep,TRUE,FALSE,14,25,12,47,2,0,3,1,1,1,0,0,0,1,survey_research,,1,Greece,Greece,High income,1,,3,2,3,4,C,2.40,2.00,3.40,4,5,5,5,5,3,4,4,3,2,4,3,4,2,4,4,3,B
United Kingdom,Sovereign,Europe,Northern Europe,United Kingdom,GBR,Developed,,Developed,150,Europe,154,Northern Europe,,,United Kingdom of Great Britain and Northern Ireland,826,5696,United Kingdom,721811.4102,196136.6243,525674.7858,61980.35313,110308.3708,23105.66483,742.2355587,0,27.17,0,1,0,1,has_ocean_deep,FALSE,FALSE,73,9,15,3,0,0,4,1,1,1,0,0,0,1,survey_research,,1,United Kingdom,United Kingdom,High income,1,,4,4,5,5,A,4.67,5.00,5.00,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,A
Portugal,Sovereign,Europe,Southern Europe,Portugal,PRT,Developed,,Developed,150,Europe,39,Southern Europe,,,Portugal,620,5688,Portugal,1728119.649,1700616.866,27502.78299,39529.20547,190729.0153,790811.3196,679547.3253,0,98.41,0,1,0,1,has_ocean_deep,TRUE,TRUE,2,2,11,46,39,0,7,1,1,1,0,0,0,1,survey_research,,1,Portugal,Portugal,High income,1,,3,2,3,4,C,2.40,2.00,3.40,5,5,5,5,5,4,4,4,3,2,4,3,4,2,4,4,3,B
Clipperton Island,Territory,Latin America and the Caribbean,Central America,Clipperton Island,,Unclassified,,Unclassified,,,,,,,,,8401,Clipperton Island,435651.7036,435636.9805,14.72312599,469.276035,3268.924888,392520.0124,39378.76718,0,100.00,0,1,0,1,has_ocean_deep,TRUE,TRUE,0,0,1,90,9,0,0,0,0,0,0,0,1,0,no_data,Uninhabited/not permanent,1,Clipperton Island,France,Not classified,1,Americas,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Navassa Island,Territory,Latin America and the Caribbean,Caribbean,Navassa Island,,Unclassified,,Unclassified,,,,,,,,,48951,Navassa Island,13889.73705,13859.49634,30.24071485,1386.225663,8809.283359,3663.987314,0,0,99.78,0,1,0,1,has_ocean_deep,TRUE,TRUE,0,10,63,26,0,0,0,0,0,0,0,0,1,0,no_data,Uninhabited/not permanent,1,Navassa Island,United States of America,Not classified,1,Americas,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
South Georgia and the South Sandwich Islands,Territory,Latin America and the Caribbean,South America,South Georgia and South Sandwich Islands,SGS,Developing,,Developing,19,Americas,419,Latin America and the Caribbean,5,South America,South Georgia and the South Sandwich Islands,239,8383,South Georgia and the South Sandwich Islands,1237212.731,1216362.848,20849.8832,40613.53738,65015.76427,702470.3233,358844.5515,49418.67155,98.31,0,1,0,1,has_ocean_deep,TRUE,TRUE,2,3,5,57,29,4,0,0,0,0,0,0,1,0,no_data,Uninhabited/not permanent,1,South Georgia and the South Sandwich Islands,United Kingdom,Not classified,1,Americas,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Curaçao,Territory,Latin America and the Caribbean,Caribbean,Curacao,CUW,Developing,SIDS,SIDS,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Curaçao,531,26517,Curaçao,25355.95084,25228.89466,127.056182,1804.424724,6818.133999,6523.454696,10082.88124,0,99.50,0,1,0,1,has_ocean_deep,TRUE,TRUE,1,7,27,26,40,0,0,0,1,0,0,1,0,1,research_only,,1,Curaçao,Netherlands,High income,1,Americas,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,4,1,1,3,3,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,D
Sint Eustatius,Territory,Latin America and the Caribbean,Caribbean,Saint Eustatius,,Unclassified,,Unclassified,,,,,,,,,26526,Sint Eustatius,2173.81797,2002.793812,171.024158,1632.179433,370.6143787,0,0,0,92.13,0,1,0,1,has_ocean_deep,TRUE,TRUE,8,75,17,0,0,0,0,0,1,0,0,1,0,1,research_only,,1,Sint Eustatius,Netherlands,Not classified,1,Americas,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,3,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,D
Anguilla,Territory,Latin America and the Caribbean,Caribbean,Anguilla,AIA,Developing,SIDS,SIDS,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Anguilla,660,8412,Anguilla,90144.19541,88039.53015,2104.665262,3165.632892,3267.284958,2926.237799,59816.85604,18863.51846,97.67,0,1,0,1,has_ocean_deep,TRUE,TRUE,2,4,4,3,66,21,0,0,1,0,0,1,0,1,research_only,,1,Anguilla,United Kingdom,Not classified,1,Americas,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,3,2,3,2,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,D
Bonaire,Territory,Latin America and the Caribbean,Caribbean,Bonaire,,Unclassified,,Unclassified,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Bonaire,535,26520,Bonaire,12938.89606,12834.59363,104.3024384,1212.234061,2890.617385,6180.261189,2551.48099,0,99.19,0,1,0,1,has_ocean_deep,TRUE,TRUE,1,9,22,48,20,0,0,0,1,0,0,1,0,1,research_only,,1,Bonaire,Netherlands,Not classified,1,Americas,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,3,1,3,3,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,D
British Virgin Islands,Territory,Latin America and the Caribbean,Caribbean,British Virgin Islands,VGB,Developing,SIDS,SIDS,19,Americas,419,Latin America and the Caribbean,29,Caribbean,British Virgin Islands,92,8411,British Virgin Islands,81443.4989,78511.54411,2931.954788,1300.481182,3374.201,5272.68047,53943.17929,14621.00217,96.40,0,1,0,1,has_ocean_deep,TRUE,TRUE,4,2,4,6,66,18,0,0,1,0,0,1,0,1,research_only,,1,British Virgin Islands,United Kingdom,High income,1,Americas,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,3,1,2,2,1,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,D
Cayman Islands,Territory,Latin America and the Caribbean,Caribbean,Cayman Islands,CYM,Developing,SIDS,SIDS,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Cayman Islands,136,8407,Cayman Islands,118271.154,117941.325,329.8290175,1812.097416,9516.890729,61453.19207,39732.09062,5427.054181,99.72,0,1,0,1,has_ocean_deep,TRUE,TRUE,0,2,8,52,34,5,0,0,1,0,0,1,0,1,research_only,,1,Cayman Islands,United Kingdom,High income,1,Americas,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,3,2,2,2,3,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,D
Falkland Islands,Territory,Latin America and the Caribbean,South America,Falkland Islands,,Unclassified,,Unclassified,19,Americas,419,Latin America and the Caribbean,5,South America,Falkland Islands (Malvinas),238,8389,Falkland / Malvinas Islands,544635.251,373356.8826,171278.3684,172189.8468,117146.854,69684.90844,14335.27332,0,68.55,0,1,0,1,has_ocean_deep,TRUE,FALSE,31,32,22,13,3,0,0,0,1,0,0,1,0,1,research_only,,1,Falkland Islands,United Kingdom,Not classified,1,Americas,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,5,1,1,4,3,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,C
French Guiana,Territory,Latin America and the Caribbean,South America,French Guiana,GUF,Developing,,Developing,19,Americas,419,Latin America and the Caribbean,5,South America,French Guiana,254,8462,French Guiana,131076.8417,86469.82388,44607.01779,7222.767315,6735.244833,38993.22842,33518.58331,0,65.97,0,1,0,1,has_ocean_deep,TRUE,FALSE,34,6,5,30,26,0,0,0,1,0,0,1,0,1,research_only,,1,French Guiana,France,Not classified,1,Americas,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,1,3,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,C
Grenada,Sovereign,Latin America and the Caribbean,Caribbean,Grenada,GRD,Developing,SIDS,SIDS,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Grenada,308,8419,Grenada,25438.90041,23137.47074,2301.429674,5510.599782,5087.765858,12539.1051,0,0,90.95,0,1,0,1,has_ocean_deep,TRUE,TRUE,9,22,20,49,0,0,0,0,1,0,0,1,0,1,research_only,,1,Grenada,Grenada,Upper middle income,1,Americas,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,3,1,1,3,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,D
Guadeloupe,Territory,Latin America and the Caribbean,Caribbean,Guadeloupe,GLP,Developing,SIDS,SIDS,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Guadeloupe,312,33177,Guadeloupe,90819.07264,88869.79401,1949.278627,5420.780228,9813.499004,7977.761994,62018.55906,3639.193722,97.85,0,1,0,1,has_ocean_deep,TRUE,TRUE,2,6,11,9,68,4,0,0,1,0,0,1,0,1,research_only,,1,Guadeloupe,France,Not classified,1,Americas,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,2,1,2,3,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,D
Martinique,Territory,Latin America and the Caribbean,Caribbean,Martinique,MTQ,Developing,SIDS,SIDS,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Martinique,474,33178,Martinique,47593.0783,46235.3552,1357.723095,1823.048234,4298.294067,26419.40037,13694.61253,0,97.15,0,1,0,1,has_ocean_deep,TRUE,TRUE,3,4,9,56,29,0,0,0,1,0,0,1,0,1,research_only,,1,Martinique,France,Not classified,1,Americas,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,4,1,1,5,5,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,D
Saba,Territory,Latin America and the Caribbean,Caribbean,Saba,,Unclassified,,Unclassified,,,,,,,,,26518,Saba,9486.48141,7174.80638,2311.67503,3277.156502,3882.295354,15.35452424,0,0,75.63,0,1,0,1,has_ocean_deep,TRUE,FALSE,24,35,41,0,0,0,0,0,1,0,0,1,0,1,research_only,,1,Saba,Netherlands,Not classified,1,Americas,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,2,2,1,3,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,D
Saint Barthelemy,Territory,Latin America and the Caribbean,Caribbean,Saint Barthelemy,,Unclassified,,Unclassified,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Saint Barthélemy,652,48952,Saint-Barthélemy,4178.581546,2375.826398,1802.755148,1091.967558,674.9076414,453.6384875,155.3127109,0,56.86,0,1,0,1,has_ocean_deep,TRUE,FALSE,43,26,16,11,4,0,0,0,1,0,0,1,0,1,research_only,,1,Saint Barthelemy,France,Not classified,1,Americas,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,2,1,1,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,D
Saint Martin,Territory,Latin America and the Caribbean,Caribbean,Saint Martin,,Unclassified,,Unclassified,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Saint Martin (French Part),663,8495,Collectivity of Saint Martin,1098.07887,664.694521,433.3843491,205.4974924,459.1970286,0,0,0,60.53,0,1,0,1,has_ocean_deep,TRUE,FALSE,39,19,42,0,0,0,0,0,1,0,0,1,0,1,research_only,,1,Saint Martin,France,High income,1,Americas,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,2,1,1,1,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,D
Saint Vincent and the Grenadines,Sovereign,Latin America and the Caribbean,Caribbean,Saint Vincent and the Grenadines,VCT,Developing,SIDS,SIDS,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Saint Vincent and the Grenadines,670,8421,Saint Vincent and the Grenadines,36157.74566,34273.79388,1883.951775,2886.679121,7412.41783,23974.69693,0,0,94.79,0,1,0,1,has_ocean_deep,TRUE,TRUE,5,8,21,66,0,0,0,0,1,0,0,1,0,1,research_only,,1,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Upper middle income,1,Americas,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,5,1,3,2,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,D
Sint Maarten,Territory,Latin America and the Caribbean,Caribbean,Sint Maarten,,Unclassified,SIDS,SIDS,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Sint Maarten (Dutch part),534,21803,Sint-Maarten,465.5637782,332.6753352,132.888443,311.2950493,21.38028589,0,0,0,71.46,0,1,0,1,has_ocean_deep,TRUE,FALSE,29,67,5,0,0,0,0,0,1,0,0,1,0,1,research_only,,1,Sint Maarten,Netherlands,High income,1,Americas,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,2,2,3,3,1,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,D
US Virgin Islands,Territory,Latin America and the Caribbean,Caribbean,US Virgin Islands,,Unclassified,SIDS,SIDS,19,Americas,419,Latin America and the Caribbean,29,Caribbean,United States Virgin Islands,850,33180,United States Virgin Islands,38237.21422,36279.10706,1958.107167,2144.243636,4586.988139,12162.20646,16838.72646,546.9423656,94.88,0,1,0,1,has_ocean_deep,TRUE,TRUE,5,6,12,32,44,1,0,0,1,0,0,1,0,1,research_only,,1,US Virgin Islands,United States of America,High income,1,Americas,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,2,1,3,4,1,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,D
Bouvet Island,Territory,Latin America and the Caribbean,South America,Bouvet Island,BVT,Unclassified,,Unclassified,19,Americas,419,Latin America and the Caribbean,5,South America,Bouvet Island,74,,,,,,,,,,,,,1,,,has_ocean_deep,,,,,,,,,0,0,0,0,0,0,1,0,no_data,Uninhabited/not permanent,1,Bouvet Island,Norway,Not classified,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Antigua and Barbuda,Sovereign,Latin America and the Caribbean,Caribbean,Antigua and Barbuda,ATG,Developing,SIDS,SIDS,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Antigua and Barbuda,28,8414,Antigua and Barbuda,111402.2177,107658.113,3744.10464,6894.775942,2638.597175,4082.285468,78235.76863,15806.68583,96.64,0,1,0,1,has_ocean_deep,TRUE,TRUE,3,6,2,4,70,14,1,1,1,1,0,0,0,1,survey_research,,1,Antigua and Barbuda,Antigua and Barbuda,High income,1,Americas,2,2,1,2,F,2.60,1.00,1.80,2,2,1,3,3,3,2,2,2,1,2,3,2,2,1,1,1,D
Aruba,Territory,Latin America and the Caribbean,Caribbean,Aruba,ABW,Developing,SIDS,SIDS,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Aruba,533,26519,Aruba,29937.66501,28438.72674,1498.938264,3031.880845,4274.103608,6181.677361,14951.06493,0,94.99,0,1,0,1,has_ocean_deep,TRUE,TRUE,5,10,14,21,50,0,1,1,1,1,0,0,0,1,survey_research,,1,Aruba,Netherlands,High income,1,Americas,2,2,1,2,F,2.60,1.00,1.80,2,3,1,2,2,2,3,2,2,1,2,3,2,2,1,1,1,D
Bahamas,Sovereign,Latin America and the Caribbean,Caribbean,Bahamas,BHS,Developing,SIDS,SIDS,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Bahamas,44,8404,Bahamas,607341.3789,498813.0922,108528.2867,72123.48401,73974.70489,69656.09962,283058.8037,0,82.13,0,1,0,1,has_ocean_deep,TRUE,FALSE,18,12,12,11,47,0,1,1,1,1,0,0,0,1,survey_research,,1,Bahamas,Bahamas,High income,1,Americas,2,2,1,2,F,2.60,1.00,1.80,4,5,4,5,4,3,3,2,2,1,2,3,2,2,1,1,1,D
Belize,Sovereign,Latin America and the Caribbean,Central America,Belize,BLZ,Developing,SIDS,SIDS,19,Americas,419,Latin America and the Caribbean,13,Central America,Belize,84,8457,Belize,32791.73721,24178.97486,8612.762357,4619.266704,5066.021391,13480.43153,1013.255231,0,73.73,0,1,0,1,has_ocean_deep,TRUE,FALSE,26,14,15,41,3,0,1,1,1,1,0,0,0,1,survey_research,,1,Belize,Belize,Lower middle income,1,Americas,2,2,1,2,F,2.60,1.00,1.80,3,5,1,4,3,4,4,2,2,1,2,3,3,2,2,3,2,D
Cuba,Sovereign,Latin America and the Caribbean,Caribbean,Cuba,CUB,Developing,SIDS,SIDS,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Cuba,192,8406,Cuba,345525.971,295041.9635,50484.00757,21474.25431,62261.88069,131289.2947,77015.61438,3000.919415,85.39,0,1,0,1,has_ocean_deep,TRUE,FALSE,15,6,18,38,22,1,1,1,1,1,0,0,0,1,survey_research,,1,Cuba,Cuba,Upper middle income,1,Americas,2,2,1,2,F,2.60,1.00,1.80,3,5,1,3,3,4,5,2,2,1,2,3,2,2,1,1,1,D
Dominica,Sovereign,Latin America and the Caribbean,Caribbean,Dominica,DMA,Developing,SIDS,SIDS,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Dominica,212,8417,Dominica,28557.52507,28128.19321,429.3318636,1706.165042,2968.804645,13169.53304,10283.69048,0,98.50,0,1,0,1,has_ocean_deep,TRUE,TRUE,2,6,10,46,36,0,1,1,1,1,0,0,0,1,survey_research,,1,Dominica,Dominica,Upper middle income,1,Americas,2,2,1,2,F,2.60,1.00,1.80,1,3,1,1,2,2,2,2,2,1,2,3,2,2,1,1,1,D
